X,Y
0.0,1.6935760641739265e-10
1.0,8.034789238700414e-10
2.0,3.6073788639330923e-09
3.0,1.5327391698552983e-08
4.0,6.163348532284693e-08
5.0,2.3455839574619744e-07
6.0,8.448624426358898e-07
7.0,2.8803022596703622e-06
8.0,9.294475361294318e-06
9.0,2.8390028032021766e-05
10.0,8.208848022719861e-05
11.0,0.00022469726956537907
12.0,0.0005822900679768561
13.0,0.001428689818721422
14.0,0.0033191760337437427
15.0,0.007302332890948584
16.0,0.015215625928266386
17.0,0.03003253094605831
18.0,0.05616615165222078
19.0,0.09956136429571644
20.0,0.16736519436557815
21.0,0.26701410942324666
22.0,0.40476948094400256
23.0,0.5840630715323738
24.0,0.8043743274527273
25.0,1.0615397442262933
26.0,1.3501604806068817
27.0,1.6680267212689401
28.0,2.021387518615032
29.0,2.4289269907020197
30.0,2.922042110769555
31.0,3.539825106288332
32.0,4.318904327150783
33.0,5.2803211435912205
34.0,6.417017509711841
35.0,7.685659874059218
36.0,9.005458581998091
37.0,10.264967859057686
38.0,11.336280539936347
39.0,12.094856686133221
40.0,12.442221249754471
41.0,12.327627605337973
42.0,11.763709622367946
43.0,10.830974240367778
44.0,9.66764392102697
45.0,8.444999205501446
46.0,7.3329528878859
47.0,6.464278204394624
48.0,5.907074695087257
49.0,5.653088340786791
50.0,5.62505255413392
51.0,5.700766207827808
52.0,5.746880975630921
53.0,5.652769224753851
54.0,5.355206478360629
55.0,4.847860720679745
56.0,4.174655747762347
57.0,3.411136458156557
58.0,2.6411392271250738
59.0,1.936314064805646
60.0,1.3436290113050258
61.0,0.8822848788995885
62.0,0.5481685438601887
63.0,0.32223171406638085
64.0,0.17920778996657932
65.0,0.09429141241643693
66.0,0.04693641020766971
67.0,0.022103844830198803
68.0,0.009847926253733718
69.0,0.004150879375240567
70.0,0.0016552113209301702
71.0,0.0006244312136554221
72.0,0.00022286069446803868
73.0,7.524887636163347e-05
74.0,2.4037217544477235e-05
75.0,7.264169806423872e-06
76.0,2.0768512475549165e-06
77.0,5.617491217663915e-07
78.0,1.4374641758122848e-07
79.0,3.4799230269762e-08
80.0,7.970211062469157e-09
81.0,1.7280292620482203e-09
82.0,3.601266734740937e-10
83.0,1.001402135391138e-10
84.0,1.6563155532607705e-10
85.0,7.064936610885863e-10
86.0,3.070322145702604e-09
87.0,1.267523582308517e-08
88.0,4.9576376599743545e-08
89.0,1.8371629154743152e-07
90.0,6.451031772769637e-07
91.0,2.146737146765055e-06
92.0,6.77111045665124e-06
93.0,2.0245994243157673e-05
94.0,5.739674887208645e-05
95.0,0.00015430486269010798
96.0,0.0003934560981815392
97.0,0.0009517515961144571
98.0,0.002184517734792027
99.0,0.004758783921532334
100.0,0.009841506521301363
101.0,0.019327965218739813
102.0,0.036060004649893077
103.0,0.06393899100672676
104.0,0.1078024714376987
105.0,0.17293542878084964
106.0,0.26415449737137053
107.0,0.3845425604738651
108.0,0.5340870074106504
109.0,0.7086117822095929
110.0,0.8994048470923057
111.0,1.0937850054428209
112.0,1.276567484533289
113.0,1.4321000322636166
114.0,1.5463904789937453
115.0,1.6088983601477336
116.0,1.6137595416731207
117.0,1.5604115817880346
118.0,1.4536681776364864
119.0,1.3032467055258639
120.0,1.1226911135585114
121.0,0.9276794533814934
122.0,0.7338924060649746
123.0,0.5548467701082078
124.0,0.40020774343743465
125.0,0.2749885265718175
126.0,0.17976046175627042
127.0,0.11167266041905453
128.0,0.06586847255300725
129.0,0.0368607552044192
130.0,0.01955901627343822
131.0,0.009835993535513475
132.0,0.004686114694802678
133.0,0.0021144660184433755
134.0,0.0009034001388278019
135.0,0.0003654126891776759
136.0,0.0001399516962180294
137.0,5.089821664674572e-05
138.0,1.8087517837695018e-05
139.0,7.907276847949832e-06
140.0,8.633114645386868e-06
141.0,2.0403204958748254e-05
142.0,5.4502684345516075e-05
143.0,0.00014079388592066626
144.0,0.00034558331597413894
145.0,0.0008049837228209797
146.0,0.0017804622255722258
147.0,0.0037426459723364624
148.0,0.007485110138174362
149.0,0.01426080380396825
150.0,0.025920474886750356
151.0,0.045017333182142204
152.0,0.07482864791411163
153.0,0.11923569567651628
154.0,0.18239997817516457
155.0,0.26817948950344694
156.0,0.3792554368247958
157.0,0.5160076753399055
158.0,0.6753028038655976
